SaleID,price
200000,1277.3306734519772
200001,1889.474831414405
200002,7941.508158395175
200003,1108.6175383186087
200004,1971.7928146491827
200005,1088.7757818935177
200006,467.2921404283778
200007,3306.846753762327
200008,8771.371375253966
200009,567.7733483634854
200010,576.5834033541565
200011,2224.587723412266
200012,5418.238085773379
200013,7086.498535724331
200014,1440.2374996344988
200015,228.44531549547028
200016,1767.0581169794295
200017,8303.793851847313
200018,6566.636564182958
200019,667.0477107507066
200020,24646.024362727334
200021,7726.9539615090935
200022,2037.637974398502
200023,1573.7263308179377
200024,785.5251577943342
200025,7454.693477821807
200026,585.9352917473349
200027,12465.521974905332
200028,3983.2396816669934
200029,7852.189467693775
200030,17070.68633973939
200031,13424.294475967683
200032,588.3135128453093
200033,14120.174160616845
200034,933.194227795269
200035,2023.1370554797868
200036,14064.469709807487
200037,5683.486192030519
200038,1582.6115874575748
200039,343.83958240952984
200040,620.0914926917374
200041,27242.024290907117
200042,480.32482166152283
200043,7725.154742229898
200044,18037.52017898678
200045,549.5134377163215
200046,16695.624079532558
200047,17701.272123983133
200048,2133.7856281527656
200049,2999.569390374628
200050,335.0632957044643
200051,4489.8000450537065
200052,2580.4033041282273
200053,477.365432909244
200054,13408.054341821013
200055,10966.026837841631
200056,5492.456414577463
200057,3442.4563730833556
200058,1000.271659738035
200059,5254.4406884693335
200060,8347.106902545465
200061,1175.9149671509497
200062,5591.299960334787
200063,8311.00897753349
200064,1289.2192834915727
200065,1688.9668876821831
200066,493.82147184079963
200067,10965.925484437175
200068,150.18522460042647
200069,17759.690086717823
200070,8002.508824799477
200071,10569.208649317181
200072,6813.648416125618
200073,20044.484370978662
200074,4571.054017299496
200075,13937.532452385745
200076,3176.080022608714
200077,9233.319554129313
200078,337.9294666426905
200079,3089.138537967565
200080,3217.353294296162
200081,2039.7500431057156
200082,4550.130511171068
200083,399.6218730975505
200084,1230.3504238024807
200085,1756.3524613035825
200086,6972.766174097618
200087,3333.4046779728656
200088,2998.716608603357
200089,41390.12958382645
200090,2484.2005671253623
200091,6462.512741344573
200092,1420.0812297583495
200093,14974.192784242696
200094,6547.083804189166
200095,5823.246351745018
200096,2630.406618854505
200097,1204.7702465337125
200098,464.71545268654916
200099,23736.853094785256
200100,21243.208234512633
200101,7255.75789404616
200102,1714.4933279277834
200103,10867.050696264536
200104,5216.058806925796
200105,4290.405138543049
200106,8241.460634404426
200107,42817.93886873704
200108,14997.969105468104
200109,7786.918958352695
200110,742.3658681657739
200111,1904.5510279502505
200112,1791.9412868377115
200113,598.2093590062278
200114,2270.0378464679025
200115,1275.7465019792899
200116,14171.288211978968
200117,16720.21078443654
200118,59606.70415483041
200119,216.8226057286479
200120,2796.1234687750057
200121,2597.0580032658972
200122,687.6562162419898
200123,2445.702237841571
200124,57515.503841331374
200125,672.1363112598895
200126,2981.697884810712
200127,15928.672813243422
200128,1508.4946458321074
200129,5880.949042447444
200130,3833.5701937580416
200131,2831.606500852886
200132,1557.8264277818557
200133,2948.8125186079387
200134,1350.9556222408235
200135,47817.32269965636
200136,3941.448520594878
200137,1033.8703515683924
200138,10056.141059360623
200139,6426.773032893987
200140,47371.34121473275
200141,1523.761287569849
200142,6960.550124012819
200143,4765.333533041492
200144,1343.8018925051638
200145,6140.492586681838
200146,2636.6749311672875
200147,4603.815657043517
200148,2930.71595673469
200149,192.45669532676132
200150,10751.859123308523
200151,5174.482586291093
200152,706.3242016568752
200153,505.03067853276855
200154,6483.804403867223
200155,2192.8784897485893
200156,16469.79160106537
200157,8166.085887801471
200158,10178.825241307852
200159,55419.299312046714
200160,6493.593597395471
200161,7154.730697646148
200162,6546.50284624829
200163,13061.811306331645
200164,16096.375800296735
200165,14501.862810649674
200166,24596.570451285803
200167,3851.959398307069
200168,37340.83892474581
200169,673.8280475821819
200170,2627.023229896197
200171,8579.208780632513
200172,1908.974796990829
200173,34961.4162350247
200174,26168.11336536202
200175,46437.87040380099
200176,8474.686978502228
200177,5979.495560372228
200178,5281.408257379297
200179,3527.587916235747
200180,911.68639972966
200181,19859.201889372012
200182,4485.437580715201
200183,1412.5935200788736
200184,42728.13269762069
200185,3997.6983896966603
200186,3531.341359787764
200187,5505.069080769948
200188,11369.071699638838
200189,10751.047269019331
200190,3600.520171913292
200191,2905.8898942068936
200192,1185.1697628761676
200193,4521.964952050153
200194,7451.74636633589
200195,2328.5160843460562
200196,780.7119288862201
200197,21997.172697257625
200198,1134.9708814079668
200199,4464.145054735045
200200,535.83803407583
200201,7673.083660868289
200202,2031.2213121518657
200203,1548.9503164924968
200204,8211.287604029956
200205,5324.648313875494
200206,898.0169135772232
200207,4879.526881072885
200208,5794.372186370217
200209,1133.3418719005313
200210,13857.160203475232
200211,5017.375282271105
200212,6906.41094616273
200213,8635.943275352744
200214,19339.772849994486
200215,8174.944063639486
200216,3307.661774890952
200217,1253.548578163854
200218,10190.181878200434
200219,1214.7148374876765
200220,2821.7574152944226
200221,7977.277055549132
200222,2297.3608730276487
200223,916.9162431132222
200224,12526.17340908019
200225,3163.4430712570265
200226,1181.3114645044216
200227,9005.914652423267
200228,229.4108667316691
200229,7081.887647045796
200230,6340.696809830584
200231,4938.800931274951
200232,995.0333031803362
200233,7893.783713132702
200234,400.2386761813886
200235,8210.751295587195
200236,14094.121367065167
200237,4774.128546574999
200238,7055.536307247947
200239,7971.261874454922
200240,24858.28225975476
200241,10787.854193821171
200242,3956.35512960464
200243,3131.553564543595
200244,6378.504265929356
200245,3984.1597040988527
200246,3525.7913155594943
200247,1528.088185114874
200248,268.41887793028627
200249,9442.407250938031
200250,29728.32143261982
200251,10033.039118742608
200252,815.4936646387615
200253,9920.820619253687
200254,11581.075546251848
200255,6971.939790738
200256,3008.657994580136
200257,9503.678383083306
200258,2929.778742210228
200259,7927.883595423635
200260,1497.4871328010495
200261,3913.8452695787028
200262,2940.3374415723006
200263,9057.357054152266
200264,6337.806412748996
200265,6115.452201274909
200266,1314.0129707642186
200267,14721.618814530375
200268,6992.670711360806
200269,3757.4241197637157
200270,9086.457352464451
200271,2853.0059390697556
200272,2622.085473203213
200273,17235.711310066174
200274,493.3141180723596
200275,13604.286513594467
200276,2259.238953330345
200277,3093.41999714355
200278,1637.1389579227157
200279,9836.30382848798
200280,2357.72904410055
200281,828.3561620356363
200282,13168.220283212124
200283,6527.362337122709
200284,410.4168901344589
200285,5178.645763664432
200286,3488.314633004172
200287,12125.421457332002
200288,12217.854309125782
200289,3130.225852267071
200290,6530.818235407007
200291,11680.22542664683
200292,2117.1284373333997
200293,9329.30794726557
200294,6101.275646108095
200295,2364.3076876550913
200296,2898.916686172374
200297,7092.428607932642
200298,1437.7796451747136
200299,4761.7619929762095
200300,5340.51758311139
200301,5788.0242096687425
200302,1557.0301566203339
200303,5922.9838285601
200304,2873.666485217701
200305,4242.138563320799
200306,1632.7618461612547
200307,15266.205214115711
200308,1631.3002075206582
200309,876.8674551284964
200310,1109.6492955257722
200311,1217.7196076250898
200312,11323.262545475547
200313,1733.6622805443558
200314,4683.388641891772
200315,620.0447253211989
200316,38673.15980200069
200317,2847.3957330282547
200318,401.8905515307915
200319,10247.36912127302
200320,3572.5320082703392
200321,30563.73058721039
200322,49847.13309862559
200323,1374.224591058345
200324,25083.276262792308
200325,5934.476758533981
200326,2338.5337224037685
200327,27969.66863492995
200328,694.2492630360322
200329,7752.146973520465
200330,1857.9713636630531
200331,1519.158939547895
200332,11962.698573722453
200333,1216.8060926294213
200334,643.9672080502633
200335,1664.7043837012345
200336,1467.4754993519946
200337,720.9283268588839
200338,1964.1446589051502
200339,13878.86705949179
200340,27831.842097897494
200341,1382.6900364173307
200342,6232.588229697598
200343,1181.9291267651647
200344,5657.397729213251
200345,6625.231045785051
200346,1232.6069614851335
200347,11196.73156246859
200348,9565.682520939845
200349,702.583296525893
200350,13069.586600441655
200351,2213.4347304620524
200352,750.6707951150228
200353,1986.9469919984285
200354,3919.096150140006
200355,532.9812255841964
200356,5147.497554921516
200357,2691.6179743039274
200358,2969.178850213686
200359,10141.464653229643
200360,16357.02929916883
200361,1814.1220947582715
200362,2060.8337689233604
200363,1380.654205741103
200364,7522.959999326889
200365,9689.225666360195
200366,1075.1348349897457
200367,6299.474651610619
200368,6056.538697738656
200369,5466.095775374666
200370,980.6427550871646
200371,10499.511418427706
200372,1125.7830862508208
